,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",Nominated for 1 Oscar. Another 16 wins & 47 nominations.,"$183,278,877","USA, UK, Canada",02 Dec 2014,Matt Reeves,"Action, Adventure, Drama","English, American Sign Language",79,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,https://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",11 Jul 2014,True,130 min,Dawn of the Planet of the Apes,movie,http://www.apes2014.com/,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)",2014,tt2103281,7.6,"369,085"
11,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",3 wins & 29 nominations.,"$183,277,573",USA,19 Aug 2014,Marc Webb,"Action, Adventure, Sci-Fi",English,53,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",https://ia.media-imdb.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",02 May 2014,True,142 min,The Amazing Spider-Man 2,movie,http://www.theamazingspiderman.com/site/,"Alex Kurtzman (screenplay), Roberto Orci (screenplay), Jeff Pinkner (screenplay), Alex Kurtzman (screen story), Roberto Orci (screen story), Jeff Pinkner (screen story), James Vanderbilt (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)",2014,tt1872181,6.7,"364,730"
12,"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston",6 wins & 31 nominations.,"$172,962,996","USA, Japan",16 Sep 2014,Gareth Edwards,"Action, Adventure, Sci-Fi","English, Japanese",62,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",16 May 2014,True,123 min,Godzilla,movie,http://godzillamovie.com,"Max Borenstein (screenplay), Dave Callaham (story), Ishirô Honda (based on the character created by), Takeo Murata (based on the character created by), Shigeru Kayama (based on the character created by)",2014,tt0831387,6.4,"329,385"
13,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",7 wins & 24 nominations.,"$154,295,930",USA,18 Nov 2014,"Phil Lord, Christopher Miller","Action, Comedy, Crime",English,71,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",https://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",13 Jun 2014,True,112 min,22 Jump Street,movie,http://www.22jumpstreetmovie.com/site/,"Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")",2014,tt2294449,7.0,"298,356"
14,"Megan Fox, Will Arnett, William Fichtner, Alan Ritchson",1 win & 10 nominations.,"$163,911,409",USA,16 Dec 2014,Jonathan Liebesman,"Action, Adventure, Comedy","English, Japanese",31,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",https://ia.media-imdb.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",08 Aug 2014,True,101 min,Teenage Mutant Ninja Turtles,movie,http://www.teenagemutantninjaturtlesmovie.com/,"Josh Appelbaum, André Nemec, Evan Daugherty, Peter Laird (based on the Teenage Mutant Ninja Turtles characters created by), Kevin Eastman (based on the Teenage Mutant Ninja Turtles characters created by)",2014,tt1291150,5.8,"185,640"
15,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",Won 1 Oscar. Another 43 wins & 143 nominations.,"$158,737,441","USA, UK",31 Mar 2015,Christopher Nolan,"Adventure, Drama, Sci-Fi",English,74,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",07 Nov 2014,True,169 min,Interstellar,movie,http://www.InterstellarMovie.com/,"Jonathan Nolan, Christopher Nolan",2014,tt0816692,8.6,"1,150,713"
16,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",Nominated for 1 Oscar. Another 14 wins & 60 nominations.,"$147,065,544",USA,11 Nov 2014,Dean DeBlois,"Animation, Action, Adventure",English,76,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",13 Jun 2014,True,102 min,How to Train Your Dragon 2,movie,http://www.howtotrainyourdragon.com,"Dean DeBlois, Cressida Cowell (""How to Train Your Dragon"" book series)",2014,tt1646971,7.8,"250,454"
17,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",Nominated for 1 Oscar. Another 65 wins & 177 nominations.,N/A,USA,13 Jan 2015,David Fincher,"Crime, Drama, Mystery",English,79,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",https://ia.media-imdb.com/images/M/MV5BYjgwY2E1N2QtNDJkMi00YzE4LThiYTItYWI5YmE4NWMzMGFhXkEyXkFqcGdeQXVyMjU3OTA4NzQ@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",03 Oct 2014,True,149 min,Gone Girl,movie,http://www.findamazingamy.com/,"Gillian Flynn (screenplay), Gillian Flynn (novel)",2014,tt2267998,8.1,"693,702"
18,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",7 wins & 11 nominations.,"$129,520,735",USA,04 Aug 2014,Neil Burger,"Adventure, Mystery, Sci-Fi","English, Spanish",48,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",https://ia.media-imdb.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,Lionsgate Films/Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",21 Mar 2014,True,139 min,Divergent,movie,http://www.facebook.com/DivergentMovie,"Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)",2014,tt1840309,6.7,"380,477"
19,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",6 wins & 11 nominations.,"$134,413,041",USA,23 Sep 2014,Nicholas Stoller,Comedy,English,68,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",https://ia.media-imdb.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",09 May 2014,True,97 min,Neighbors,movie,http://www.neighbors-movie.com/,"Andrew Jay Cohen, Brendan O'Brien",2014,tt2004420,6.3,"250,149"
20,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill",1 win & 7 nominations.,"$110,374,905",USA,15 Apr 2014,Tim Story,"Action, Comedy, Crime","English, Ukrainian",41,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",https://ia.media-imdb.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",17 Jan 2014,True,99 min,Ride Along,movie,http://www.ridealong.net/,"Greg Coolidge (screenplay), Jason Mantzoukas (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Greg Coolidge (story)",2014,tt1408253,6.2,"88,537"
21,"Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jemaine Clement",1 win & 22 nominations.,"$113,691,800",USA,15 Jul 2014,Carlos Saldanha,"Animation, Adventure, Comedy","English, Portuguese",49,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_SX300.jpg,20th Century Fox,G,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",11 Apr 2014,True,101 min,Rio 2,movie,http://www.rio-themovie.com/,"Don Rhymer (screenplay), Carlos Kotkin (screenplay), Jenny Bicks (screenplay), Yoni Brenner (screenplay), Carlos Saldanha (story)",2014,tt2357291,6.3,"66,396"
22,"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies",8 wins & 26 nominations.,"$119,469,511","UK, USA",09 Jun 2015,Matthew Vaughn,"Action, Adventure, Comedy","English, Arabic, Swedish",60,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",13 Feb 2015,True,129 min,Kingsman: The Secret Service,movie,http://www.KingsmanMovie.com,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book ""The Secret Service""), Dave Gibbons (comic book ""The Secret Service"")",2014,tt2802144,7.7,"499,101"
23,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",Nominated for 3 Oscars. Another 11 wins & 71 nominations.,"$89,789,227",USA,24 Mar 2015,Rob Marshall,"Adventure, Comedy, Drama",English,69,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,https://ia.media-imdb.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",25 Dec 2014,True,125 min,Into the Woods,movie,http://movies.disney.com/into-the-woods/,"James Lapine (screenplay by), James Lapine (based on the musical by)",2014,tt2180411,6.0,"115,939"
24,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked",1 win & 11 nominations.,"$108,521,370","France, Taiwan, Germany",20 Jan 2015,Luc Besson,"Action, Sci-Fi, Thriller","English, Mandarin, French, Italian, German, Spanish, Korean",61,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",https://images-na.ssl-images-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",25 Jul 2014,True,89 min,Lucy,movie,http://www.lucymovie.com/,Luc Besson,2014,tt2872732,6.4,"375,080"
25,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",21 wins & 14 nominations.,N/A,USA,16 Sep 2014,Josh Boone,"Drama, Romance",English,69,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,https://ia.media-imdb.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",06 Jun 2014,True,126 min,The Fault in Our Stars,movie,http://www.facebook.com/faultinourstarsmovie,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), John Green (book)",2014,tt2582846,7.8,"291,005"
26,"Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi",Nominated for 3 Oscars. Another 14 wins & 29 nominations.,"$70,500,647",USA,24 Mar 2015,Angelina Jolie,"Biography, Drama, Sport","English, Japanese, Italian",59,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",https://ia.media-imdb.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",25 Dec 2014,True,137 min,Unbroken,movie,http://www.unbrokenfilm.com/,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)",2014,tt1809398,7.2,"122,447"
27,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan",1 win & 4 nominations.,"$81,522,782","UK, USA",10 Mar 2015,Shawn Levy,"Adventure, Comedy, Family",English,47,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",19 Dec 2014,True,98 min,Night at the Museum: Secret of the Tomb,movie,http://www.nightatthemuseummovie.com/,"David Guion (screenplay), Michael Handelman (screenplay), Mark Friedman (story), David Guion (story), Michael Handelman (story), Thomas Lennon (characters), Robert Ben Garant (characters)",2014,tt2692250,6.2,"81,594"
