,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
17,"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins",7 nominations.,"$110,332,737",USA,11 Apr 2006,Dean Parisot,"Comedy, Crime","English, Spanish",47,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTJiMWFiNzgtMDQxZi00NTFiLWE2YjMtNTA5NzY5YzQxZjNjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",21 Dec 2005,True,90 min,Fun with Dick and Jane,movie,http://www.sonypictures.com/movies/funwithdickandjane/,"Judd Apatow (screenplay), Nicholas Stoller (screenplay), Gerald Gaiser (story), Judd Apatow (story), Nicholas Stoller (story), Gerald Gaiser (novel), David Giler, Jerry Belson, Mordecai Richler",2005,tt0369441,6.1,"119,547"
18,"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco",10 wins & 19 nominations.,"$109,243,478",USA,13 Dec 2005,Judd Apatow,"Comedy, Romance","English, Spanish, Japanese",73,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",https://ia.media-imdb.com/images/M/MV5BMTNjYTA1NDMtZGZmZi00MTdiLThjZTMtZWU1MGYyZjZkNzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",19 Aug 2005,True,116 min,The 40-Year-Old Virgin,movie,http://www.the40yearoldvirgin.com/,"Judd Apatow, Steve Carell",2005,tt0405422,7.1,"343,022"
19,"Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan",2 wins & 6 nominations.,"$89,602,378",USA,24 Jan 2006,Robert Schwentke,"Drama, Mystery, Thriller","English, French, German, Arabic, Italian, Japanese",53,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGJkYTNiZjUtOTBhMi00NjY5LTkwZWEtNjBkNmE1YTZlMDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",23 Sep 2005,True,98 min,Flightplan,movie,http://flightplan.movies.com,"Peter A. Dowling, Billy Ray",2005,tt0408790,6.3,"136,675"
20,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen",4 wins & 8 nominations.,"$87,025,093","USA, Canada",14 Feb 2006,Darren Lynn Bousman,"Horror, Mystery",English,40,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,https://ia.media-imdb.com/images/M/MV5BMjY4Mjg4YTgtZWU2MC00MzVlLTg3MDgtYzUyYzU1NGMyMmU5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",28 Oct 2005,True,93 min,Saw II,movie,http://www.saw2.com/,"Leigh Whannell, Darren Lynn Bousman",2005,tt0432348,6.6,"208,534"
21,"Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche",Won 3 Oscars. Another 138 wins & 128 nominations.,"$82,970,165","USA, Canada",04 Apr 2006,Ang Lee,Drama,"English, Spanish",87,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",https://ia.media-imdb.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",13 Jan 2006,True,134 min,Brokeback Mountain,movie,http://www.brokebackmountain.com/splash.html,"Annie Proulx (short story), Larry McMurtry (screenplay), Diana Ossana (screenplay)",2005,tt0388795,7.7,"283,736"
22,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes",1 win & 10 nominations.,"$82,820,167","Germany, USA",30 Aug 2005,Robert Luketic,"Comedy, Romance",English,31,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",https://ia.media-imdb.com/images/M/MV5BYTcwYjA1NGItM2YyYy00MmE4LTkxMzItYWNiZWRkNDFjNmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",13 May 2005,True,101 min,Monster-in-Law,movie,http://www.monsterinlaw.com,Anya Kochoff,2005,tt0369735,5.5,"48,904"
23,"Ice Cube, Nia Long, Aleisha Allen, Philip Bolden",1 win & 8 nominations.,"$82,301,521","USA, Canada",24 May 2005,Brian Levant,"Adventure, Comedy, Family",English,27,"Nick Persons is a selfish player who owns a collectables sports shop in Portland, Oregon. Everything in his life is perfect until he meets Suzanne Kingston, a business woman who has ...",https://ia.media-imdb.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",21 Jan 2005,True,95 min,Are We There Yet?,movie,http://www.sonypictures.com/movies/arewethereyet,"Steven Gary Banks (story), Claudia Grazioso (story), Steven Gary Banks (screenplay), Claudia Grazioso (screenplay), J. David Stem (screenplay), David N. Weiss (screenplay)",2005,tt0368578,4.6,"25,314"
24,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling",1 win & 5 nominations.,"$82,468,131","USA, Canada",23 May 2006,Adam Shankman,"Adventure, Comedy, Family",English,34,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",https://ia.media-imdb.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",21 Dec 2005,True,94 min,Cheaper by the Dozen 2,movie,http://www.cheaperbythedozen2movie.com,"Sam Harper, Craig Titley (characters), Frank B. Gilbreth Jr. (novel), Ernestine Gilbreth Carey (novel)",2005,tt0452598,5.5,"47,451"
25,"Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme",5 wins & 14 nominations.,"$80,206,743",USA,06 Dec 2005,Jay Chandrasekhar,"Action, Adventure, Comedy",English,33,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",05 Aug 2005,True,104 min,The Dukes of Hazzard,movie,http://dukesofhazzard.warnerbros.com/,"John O'Brien (screenplay), John O'Brien (story), Jonathan L. Davis (story), Gy Waldron (characters)",2005,tt0377818,5.1,"69,969"
26,"Naomi Watts, Simon Baker, David Dorfman, Elizabeth Perkins",2 wins & 11 nominations.,"$75,888,270",USA,23 Aug 2005,Hideo Nakata,"Horror, Mystery",English,44,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_SX300.jpg,Dreamworks Distribution LLC,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",18 Mar 2005,True,110 min,The Ring Two,movie,http://www.ring2-themovie.com,"Ehren Kruger, Kôji Suzuki (novel), Hiroshi Takahashi",2005,tt0377109,5.4,"80,543"
27,"Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou",2 wins & 9 nominations.,"$75,400,000","USA, Germany",19 Jul 2005,Francis Lawrence,"Drama, Fantasy, Thriller","English, Filipino, Tagalog",50,"Supernatural detective John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",https://ia.media-imdb.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",18 Feb 2005,True,121 min,Constantine,movie,http://constantinemovie.warnerbros.com/,"Jamie Delano (comic book ""Hellblazer""), Garth Ennis (comic book ""Hellblazer""), Kevin Brodbin (story), Kevin Brodbin (screenplay), Frank A. Cappello (screenplay)",2005,tt0360486,7.0,"260,990"
28,"Laura Linney, Tom Wilkinson, Campbell Scott, Jennifer Carpenter",4 wins & 9 nominations.,N/A,USA,26 Apr 2005,Scott Derrickson,"Drama, Horror, Thriller","English, Syriac, German, Greek, Hebrew, Latin, Aramaic",46,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.,https://ia.media-imdb.com/images/M/MV5BMTI2NTM5MjQ0Nl5BMl5BanBnXkFtZTcwNDAxNjAzMQ@@._V1_SX300.jpg,Dimension Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",09 Sep 2005,True,119 min,The Exorcism of Emily Rose,movie,N/A,"Paul Harris Boardman, Scott Derrickson",2005,tt0404032,6.7,"105,703"
29,"Mark Wahlberg, Tyrese Gibson, André Benjamin, Garrett Hedlund",5 wins & 9 nominations.,N/A,USA,22 Jun 2010,John Singleton,"Action, Crime, Drama",English,49,When their adopted mother is gunned down in a store robbery the 'four brothers' investigated the murder for themselves & look for the killers but not all is what it seems.,https://ia.media-imdb.com/images/M/MV5BMTU4NzM3Njg2NV5BMl5BanBnXkFtZTcwNjU4NDczMw@@._V1_SX300.jpg,The Orchard,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",01 Jul 2005,True,109 min,Four Brothers,movie,N/A,"David Elliot, Paul Lovett",2005,tt0430105,6.9,"119,708"
