,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith",Nominated for 1 Golden Globe. Another 5 wins & 33 nominations.,"$183,100,000",USA,18 Dec 2007,David Silverman,"Animation, Adventure, Comedy",English,80,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives.",https://ia.media-imdb.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",27 Jul 2007,True,87 min,The Simpsons Movie,movie,http://www.simpsonsmovie.com/,"James L. Brooks (screenplay), Matt Groening (screenplay), Al Jean (screenplay), Ian Maxtone-Graham (screenplay), George Meyer (screenplay), David Mirkin (screenplay), Mike Reiss (screenplay), Mike Scully (screenplay), Matt Selman (screenplay), John Swartzwelder (screenplay), Jon Vitti (screenplay), Joel H. Cohen (consultant writer), John Frink (consultant writer), Tim Long (consultant writer), Michael Price (consultant writer)",2007,tt0462538,7.4,"278,223"
11,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy",4 nominations.,"$168,213,584",USA,14 Aug 2007,Walt Becker,"Action, Adventure, Comedy",English,27,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",https://images-na.ssl-images-amazon.com/images/M/MV5BZWZlMzQ5NmItNjBmMS00NDgyLThiNDYtZWU2MzA3YjZmOGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",02 Mar 2007,True,100 min,Wild Hogs,movie,http://wildhogs.movies.go.com/,Brad Copeland,2007,tt0486946,5.9,"105,820"
12,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",8 wins & 25 nominations.,"$148,734,225",USA,25 Sep 2007,Judd Apatow,"Comedy, Romance",English,85,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",https://ia.media-imdb.com/images/M/MV5BNzgzYjMzMWItNDFiYi00ZjhkLWIyMzYtZGRlY2FmNzkwNjRhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",01 Jun 2007,True,129 min,Knocked Up,movie,http://www.knockedupmovie.com/,Judd Apatow,2007,tt0478311,7.0,"320,181"
13,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",Won 1 Oscar. Another 89 wins & 95 nominations.,"$143,380,890",USA,15 Apr 2008,Jason Reitman,"Comedy, Drama",English,81,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",https://ia.media-imdb.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX300.jpg,Fox Searchlight,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",25 Dec 2007,True,96 min,Juno,movie,http://www.foxsearchlight.com/juno/,Diablo Cody,2007,tt0467406,7.5,"449,142"
14,"Chris Tucker, Jackie Chan, Max von Sydow, Hiroyuki Sanada",9 nominations.,"$140,080,850","USA, Germany",18 Dec 2007,Brett Ratner,"Action, Comedy, Crime","English, French, Japanese, Mandarin, Latin",44,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",10 Aug 2007,True,91 min,Rush Hour 3,movie,http://www.rushhourmovie.com/,"Jeff Nathanson, Ross LaManna (characters)",2007,tt0293564,6.2,"132,918"
15,"Bruce Willis, Timothy Olyphant, Justin Long, Maggie Q",3 wins & 16 nominations.,"$134,500,000","USA, UK",20 Nov 2007,Len Wiseman,"Action, Adventure, Thriller","English, Italian, French",69,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",27 Jun 2007,True,128 min,Live Free or Die Hard,movie,http://www.livefreeordiehard.com/,"Mark Bomback (screenplay), Mark Bomback (story), David Marconi (story), John Carlin (article), Roderick Thorp (certain original characters)",2007,tt0337978,7.2,"357,515"
16,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis",2 wins & 14 nominations.,"$131,766,943","USA, Germany, UK",02 Oct 2007,Tim Story,"Action, Adventure, Fantasy","English, Japanese, Chinese, Arabic",45,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,https://images-na.ssl-images-amazon.com/images/M/MV5BODA4YTc5N2QtNzQyYS00ZDUzLWI3M2UtZWI2OWVhOGZlN2MxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",15 Jun 2007,True,92 min,Fantastic 4: Rise of the Silver Surfer,movie,http://www.fantasticfourmovie.com/,"Don Payne (screenplay), Mark Frost (screenplay), John Turman (story), Mark Frost (story), Stan Lee (characters), Jack Kirby (characters)",2007,tt0486576,5.6,"227,751"
17,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",Nominated for 2 Oscars. Another 12 wins & 35 nominations.,"$130,127,620","USA, UK",19 Feb 2008,Ridley Scott,"Biography, Crime, Drama",English,76,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",https://ia.media-imdb.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",02 Nov 2007,True,157 min,American Gangster,movie,http://www.americangangster.net,"Steven Zaillian, Mark Jacobson (article)",2007,tt0765429,7.8,"349,350"
18,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall",Nominated for 3 Oscars. Another 12 wins & 48 nominations.,"$127,706,877",USA,18 Mar 2008,Kevin Lima,"Animation, Comedy, Family",English,75,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",https://ia.media-imdb.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",21 Nov 2007,True,107 min,Enchanted,movie,http://www.EnchantedMovie.com/,Bill Kelly,2007,tt0461770,7.1,"156,634"
19,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton",Nominated for 1 Golden Globe. Another 1 win & 14 nominations.,"$126,597,121","USA, Australia",11 Mar 2008,"Simon J. Smith, Steve Hickner","Animation, Adventure, Comedy",English,54,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.",https://ia.media-imdb.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",02 Nov 2007,True,91 min,Bee Movie,movie,http://www.BeeMovie.com/,"Jerry Seinfeld, Spike Feresten, Barry Marder, Andy Robin, Chuck Martin (additional screenplay material), Tom Papa (additional screenplay material)",2007,tt0389790,6.1,"118,667"
20,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",11 wins & 24 nominations.,"$121,463,226",USA,04 Dec 2007,Greg Mottola,Comedy,English,76,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,https://ia.media-imdb.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,Sony Pictures/Columbia,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",17 Aug 2007,True,113 min,Superbad,movie,http://www.sonypictures.com/movies/superbad/,"Seth Rogen, Evan Goldberg",2007,tt0829482,7.6,"459,220"
21,"Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd",14 nominations.,"$119,700,000",USA,06 Nov 2007,Dennis Dugan,"Comedy, Romance",English,37,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NDQ3NDQ3Nl5BMl5BanBnXkFtZTcwMjE4NjY0MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",20 Jul 2007,True,115 min,I Now Pronounce You Chuck & Larry,movie,http://www.chuckandlarry.com/,"Barry Fanaro (screenplay), Alexander Payne (screenplay), Jim Taylor (screenplay), Lew Gallo (treatment)",2007,tt0762107,6.0,"128,053"
22,"John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes",Nominated for 3 Golden Globes. Another 21 wins & 40 nominations.,"$118,823,091","USA, UK",20 Nov 2007,Adam Shankman,"Comedy, Drama, Music",English,81,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,https://ia.media-imdb.com/images/M/MV5BMTIyMTMzNzIyNV5BMl5BanBnXkFtZTcwMjM1NDk0MQ@@._V1_SX300.jpg,New Line Cinema,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",20 Jul 2007,True,117 min,Hairspray,movie,http://www.hairspraymovie.com/,"Leslie Dixon (screenplay), John Waters, Mark O'Donnell (musical play), Thomas Meehan (musical play)",2007,tt0427327,6.7,"106,751"
23,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler",3 wins & 10 nominations.,"$118,153,533",USA,28 Aug 2007,"Josh Gordon, Will Speck","Comedy, Sport","English, Japanese",64,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",https://ia.media-imdb.com/images/M/MV5BMTY3MDMyMTYxMl5BMl5BanBnXkFtZTcwMjk0NzI0MQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",30 Mar 2007,True,93 min,Blades of Glory,movie,http://www.BladesofGloryMovie.com/,"Jeff Cox (screenplay), Craig Cox (screenplay), John Altschuler (screenplay), Dave Krinsky (screenplay), Craig Cox (story), Jeff Cox (story), Busy Philipps (story)",2007,tt0445934,6.3,"140,304"
24,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell",1 win & 5 nominations.,"$78,864,724",USA,13 Nov 2007,Steven Soderbergh,"Crime, Thriller","English, Mandarin, Spanish, French",62,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",https://ia.media-imdb.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",08 Jun 2007,True,122 min,Ocean's Thirteen,movie,http://oceans13.warnerbros.com/,"Brian Koppelman, David Levien, George Clayton Johnson (characters), Jack Golden Russell (characters)",2007,tt0496806,6.9,"282,619"
25,"Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda",1 win & 9 nominations.,"$115,802,596","USA, Australia",12 Jun 2007,Mark Steven Johnson,"Action, Fantasy, Horror",English,35,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil.",https://ia.media-imdb.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",16 Feb 2007,True,114 min,Ghost Rider,movie,http://www.sonypictures.com/movies/ghostrider/index.html,"Mark Steven Johnson (screenplay), Mark Steven Johnson (screen story)",2007,tt0259324,5.2,"199,138"
26,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",3 wins & 12 nominations.,"$107,901,736",USA,29 Dec 2009,Oren Peli,"Horror, Mystery, Thriller",English,68,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",https://ia.media-imdb.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",16 Oct 2009,True,86 min,Paranormal Activity,movie,http://www.paranormalactivity-movie.com/,Oren Peli,2007,tt1179904,6.3,"199,567"
27,"Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons",2 wins & 11 nominations.,"$100,289,690",USA,09 Oct 2007,Tom Shadyac,"Comedy, Family, Fantasy",English,37,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",22 Jun 2007,True,96 min,Evan Almighty,movie,http://www.evan-almighty.net/,"Steve Oedekerk (screenplay), Steve Oedekerk (story), Joel Cohen (story), Alec Sokolow (story), Steve Koren (characters), Mark O'Keefe (characters)",2007,tt0413099,5.4,"123,919"
