,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Will Smith, Robert De Niro, Renée Zellweger, Jack Black",Nominated for 1 Oscar. Another 3 wins & 15 nominations.,"$160,762,022",USA,08 Feb 2005,"Bibo Bergeron, Vicky Jenson, Rob Letterman","Animation, Adventure, Comedy",English,48,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",https://ia.media-imdb.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_SX300.jpg,DreamWorks SKG,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",01 Oct 2004,True,90 min,Shark Tale,movie,http://www.sharktale.com/,"Michael J. Wilson (screenplay), Rob Letterman (screenplay), Scott Aukerman (additional dialogue), Alec Berg (additional dialogue), Sean Bishop (additional dialogue), BJ Porter (additional dialogue), Jeff Schaffer (additional dialogue), Lona Williams (additional dialogue), David P. Smith (additional dialogue), David Soren (additional dialogue)",2004,tt0307453,6.0,"146,094"
11,"Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell",Nominated for 1 Oscar. Another 1 win & 13 nominations.,N/A,"USA, Germany",01 Dec 1998,Alex Proyas,"Action, Crime, Drama",English,59,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",https://ia.media-imdb.com/images/M/MV5BMTQwNzI5NTQ0OF5BMl5BanBnXkFtZTYwMTI3Mjk2._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",16 Jul 2004,True,115 min,"I, Robot",movie,N/A,"Jeff Vintar (screenplay), Akiva Goldsman (screenplay), Jeff Vintar (screen story), Isaac Asimov (suggested by book)",2004,tt0343818,7.1,"437,736"
12,"Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,"$132,500,000","USA, Malta, UK",04 Jan 2005,Wolfgang Petersen,"Drama, History, Romance",English,56,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",https://ia.media-imdb.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",14 May 2004,True,163 min,Troy,movie,http://troymovie.warnerbros.com/index_flash.html,"Homer (poem), David Benioff (screenplay)",2004,tt0332452,7.2,"425,055"
13,"Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross",3 wins & 8 nominations.,"$125,402,117",USA,12 Apr 2005,Steven Soderbergh,"Crime, Thriller","English, Dutch, French, Italian, Mandarin",58,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,https://ia.media-imdb.com/images/M/MV5BMTQ3NTIyMzczMF5BMl5BanBnXkFtZTYwMjgzNTg2._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",10 Dec 2004,True,125 min,Ocean's Twelve,movie,http://oceans12.warnerbros.com/,"George Nolfi, George Clayton Johnson (characters), Jack Golden Russell (characters)",2004,tt0349903,6.5,"314,641"
14,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",6 wins & 10 nominations.,"$120,776,832",USA,15 Jun 2004,Peter Segal,"Comedy, Drama, Romance","English, Hawaiian, Mandarin, Turkish",48,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",https://ia.media-imdb.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",13 Feb 2004,True,99 min,50 First Dates,movie,http://www.sonypictures.com/movies/50firstdates/index.html,George Wing,2004,tt0343660,6.8,"290,610"
15,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",3 wins & 20 nominations.,N/A,"USA, Czech Republic",20 Sep 2005,Stephen Sommers,"Action, Adventure, Fantasy","English, Latin",35,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,https://images-na.ssl-images-amazon.com/images/M/MV5BODRmY2NhNDItOWViNi00OTIyLTk3YjYtYzY0YTFlMDg1YzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",07 May 2004,True,131 min,Van Helsing,movie,N/A,Stephen Sommers,2004,tt0338526,6.1,"216,139"
16,"Jim Carrey, Liam Aiken, Emily Browning, Kara Hoffman",Won 1 Oscar. Another 9 wins & 27 nominations.,"$118,461,298","USA, Germany",26 Apr 2005,Brad Silberling,"Adventure, Comedy, Family",English,62,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",17 Dec 2004,True,108 min,A Series of Unfortunate Events,movie,http://www.unfortunateeventsmovie.com/,"Robert Gordon (screenplay), Daniel Handler (books)",2004,tt0339291,6.8,"175,753"
17,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn",2 wins & 9 nominations.,"$114,173,690","USA, Germany",07 Dec 2004,Rawson Marshall Thurber,"Comedy, Sport","English, German",55,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",18 Jun 2004,True,92 min,Dodgeball: A True Underdog Story,movie,http://www.dodgeballmovie.com/,Rawson Marshall Thurber,2004,tt0364725,6.7,"202,178"
18,"Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,"$114,170,863",USA,11 Jan 2005,M. Night Shyamalan,"Drama, Mystery, Thriller",English,44,A series of events tests the beliefs of a small isolated countryside village.,https://ia.media-imdb.com/images/M/MV5BMWExMWYxN2MtYmU1YS00Mjk5LWI3OTEtYTg3NDIwZTA2MTE2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Buena Vista,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",30 Jul 2004,True,108 min,The Village,movie,http://thevillage.movies.go.com/main.html,M. Night Shyamalan,2004,tt0368447,6.5,"213,604"
19,"Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall",2 wins & 10 nominations.,"$110,175,871","USA, Japan",01 Feb 2005,Takashi Shimizu,"Horror, Mystery, Thriller","English, Japanese",49,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",https://ia.media-imdb.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",22 Oct 2004,True,91 min,The Grudge,movie,http://www.sonypictures.com/movies/thegrudge/site/,"Stephen Susco (screenplay), Takashi Shimizu (film ""Ju-On: The Grudge"")",2004,tt0391198,5.9,"126,266"
20,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly",Won 5 Oscars. Another 81 wins & 130 nominations.,"$102,563,679","Germany, USA",24 May 2005,Martin Scorsese,"Biography, Drama, History",English,77,A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,https://ia.media-imdb.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",25 Dec 2004,True,170 min,The Aviator,movie,http://www.miramax.com/movie/the-aviator,John Logan,2004,tt0338751,7.5,"291,051"
21,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",Nominated for 2 Oscars. Another 23 wins & 68 nominations.,"$100,003,492",USA,14 Dec 2004,Michael Mann,"Crime, Drama, Thriller","English, Spanish, French, Korean",71,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,https://ia.media-imdb.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",06 Aug 2004,True,120 min,Collateral,movie,http://www.collateral-themovie.com/,Stuart Beattie,2004,tt0369339,7.5,"318,759"
22,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel",Won 4 Oscars. Another 63 wins & 83 nominations.,"$100,422,786",USA,12 Jul 2005,Clint Eastwood,"Drama, Sport","English, Irish",86,A determined woman works with a hardened boxing trainer to become a professional.,https://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",28 Jan 2005,True,132 min,Million Dollar Baby,movie,http://milliondollarbabymovie.warnerbros.com/,"Paul Haggis (screenplay), F.X. Toole (stories)",2004,tt0405159,8.1,"548,384"
23,"Anne Hathaway, Julie Andrews, Hector Elizondo, John Rhys-Davies",1 win & 2 nominations.,"$95,111,012",USA,14 Dec 2004,Garry Marshall,"Comedy, Family, Romance","English, Greek, French, Spanish",43,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",https://ia.media-imdb.com/images/M/MV5BODljNTU2ZGMtMWI5Yy00MGNkLTg2MTktN2NhZjY0NDcwMDhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Walt Disney Pictures [us],G,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",11 Aug 2004,True,113 min,The Princess Diaries 2: Royal Engagement,movie,http://disney.go.com/disneypictures/diaries2/index.html,"Meg Cabot (characters), Gina Wendkos (story), Shonda Rhimes (story), Shonda Rhimes (screenplay)",2004,tt0368933,5.8,"61,788"
24,"Ben Stiller, Owen Wilson, Snoop Dogg, Fred Williamson",3 wins & 10 nominations.,"$87,100,000",USA,20 Jul 2004,Todd Phillips,"Comedy, Crime","English, Korean",55,"Two streetwise cops bust criminals in their red and white Ford Torino, with the help of a police snitch called ""Huggy Bear"".",https://ia.media-imdb.com/images/M/MV5BMzU2NTQ1NTkxOV5BMl5BanBnXkFtZTcwNTE1MTEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",05 Mar 2004,True,101 min,Starsky & Hutch,movie,http://starskyandhutchmovie.warnerbros.com,"William Blinn (characters), Stevie Long (story), John O'Brien (story), John O'Brien (screenplay), Todd Phillips (screenplay), Scot Armstrong (screenplay)",2004,tt0335438,6.1,"127,553"
25,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing",1 win & 9 nominations.,"$87,856,565",USA,08 Jun 2004,John Hamburg,"Comedy, Romance","English, Spanish",44,A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",16 Jan 2004,True,90 min,Along Came Polly,movie,http://www.alongcamepolly.com/,John Hamburg,2004,tt0343135,5.9,"113,439"
26,"Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows",7 wins & 25 nominations.,"$85,974,306","USA, Canada",21 Sep 2004,Mark Waters,Comedy,"English, German, Vietnamese, Swahili",66,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://ia.media-imdb.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",30 Apr 2004,True,97 min,Mean Girls,movie,http://www.meangirlsmovie.com/indexflash.html,"Rosalind Wiseman (book), Tina Fey (screenplay)",2004,tt0377092,7.0,"278,909"
27,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke",1 win & 10 nominations.,"$85,373,733",USA,01 Mar 2005,"Stephen Hillenburg, Mark Osborne","Animation, Adventure, Comedy",English,66,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,https://ia.media-imdb.com/images/M/MV5BOGQwNWE3NmEtMmQwNS00OTY4LWExN2ItN2UwOGJmZjExZTJjXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",19 Nov 2004,True,87 min,The SpongeBob SquarePants Movie,movie,http://www.nick.com/all_nick/movies/spongebob/,"Stephen Hillenburg (television series SpongeBob SquarePants), Stephen Hillenburg (story), Derek Drymon, Tim Hill, Stephen Hillenburg, Kent Osborne, Aaron Springer, Paul Tibbitt",2004,tt0345950,7.0,"66,591"
28,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",1 win & 13 nominations.,"$84,136,909",USA,28 Dec 2004,Adam McKay,Comedy,"English, French, Spanish",63,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",https://ia.media-imdb.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_SX300.jpg,Dreamworks,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",09 Jul 2004,True,94 min,Anchorman: The Legend of Ron Burgundy,movie,http://www.anchorman-themovie.com/,"Will Ferrell, Adam McKay",2004,tt0357413,7.2,"293,363"
29,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",1 win & 4 nominations.,"$84,045,006","USA, Canada",14 Sep 2004,Raja Gosnell,"Adventure, Comedy, Family",English,34,"The Mystery Inc. gang must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.",https://ia.media-imdb.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",26 Mar 2004,True,93 min,Scooby-Doo 2: Monsters Unleashed,movie,http://www2.warnerbros.com/scoobydoo2/,"William Hanna (characters), Joseph Barbera (characters), James Gunn",2004,tt0331632,5.0,"38,244"
