,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
19,"Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg",Nominated for 4 Oscars. Another 21 wins & 62 nominations.,"$111,000,000","USA, New Zealand, Japan",04 May 2004,Edward Zwick,"Action, Drama, History","English, Japanese",55,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,https://ia.media-imdb.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",05 Dec 2003,True,154 min,The Last Samurai,movie,http://lastsamurai.warnerbros.com/html_index.php,"John Logan (story), John Logan (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay)",2003,tt0325710,7.7,"348,657"
20,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,"$110,180,505",USA,16 Dec 2003,Mark Waters,"Comedy, Family, Fantasy","English, Mandarin",70,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",https://ia.media-imdb.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",06 Aug 2003,True,97 min,Freaky Friday,movie,http://disney.go.com/disneypictures/freakyfriday/html/main.html?DETECT=SWF.60000,"Mary Rodgers (novel), Heather Hach (screenplay), Leslie Dixon (screenplay)",2003,tt0322330,6.2,"108,624"
21,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen",2 wins & 4 nominations.,N/A,"USA, Canada",11 May 2004,David Zucker,Comedy,English,49,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",https://ia.media-imdb.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",24 Oct 2003,True,84 min,Scary Movie 3,movie,http://www.scarymovie.com/sm3_home.html,"Craig Mazin, Pat Proft, Shawn Wayans (characters), Marlon Wayans (characters), Buddy Johnson (characters), Phil Beauman (characters), Jason Friedberg (characters), Aaron Seltzer (characters)",2003,tt0306047,5.5,"122,236"
22,"Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham",8 wins & 7 nominations.,"$105,996,316","USA, France, UK, Italy",07 Oct 2003,F. Gary Gray,"Action, Crime, Thriller","English, Russian, Italian",68,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",https://ia.media-imdb.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",30 May 2003,True,111 min,The Italian Job,movie,http://www.italianjobmovie.com/flash/index.html,"Troy Kennedy-Martin, Donna Powers (screenplay), Wayne Powers (screenplay)",2003,tt0317740,7.0,"309,681"
23,"Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",1 win & 8 nominations.,"$105,765,605","USA, Germany",01 Jul 2003,Donald Petrie,"Comedy, Romance",English,45,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the ""How To"" beat for ""Composure"" magazine and is assigned to write an article on ""How to Lose a Guy in 10 days."" They meet in a bar shortly after the bet is made.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",07 Feb 2003,True,116 min,How to Lose a Guy in 10 Days,movie,http://www.howtoloseaguymovie.com/,"Michele Alexander (book), Jeannie Long (book), Kristen Buckley (screenplay), Brian Regan (screenplay), Burr Steers (screenplay)",2003,tt0251127,6.4,"176,110"
24,"Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas",3 wins & 6 nominations.,"$104,354,205","USA, Germany",02 Jan 2004,Jesse Dylan,Comedy,English,43,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",https://ia.media-imdb.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",01 Aug 2003,True,96 min,American Wedding,movie,http://www.americanpiemovie.com/index.php,"Adam Herz (characters), Adam Herz",2003,tt0328828,6.3,"174,949"
25,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",1 win & 6 nominations.,"$103,600,000",USA,23 Sep 2003,Steve Carr,"Comedy, Family","English, Klingon, German",39,Two men get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.,https://ia.media-imdb.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",09 May 2003,True,92 min,Daddy Day Care,movie,http://www.sonypictures.com/movies/daddydaycare,Geoff Rodkey,2003,tt0317303,5.5,"54,672"
26,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan",5 wins & 16 nominations.,"$102,469,640",USA,29 Jul 2003,Mark Steven Johnson,"Action, Crime, Sci-Fi","English, Greek, Italian",42,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYwZDNhMTgtNjEwNS00Y2Y0LTkxYjMtY2MyYTM0NDE1N2ZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",14 Feb 2003,True,103 min,Daredevil,movie,http://www.daredevilmovie.com,Mark Steven Johnson (screenplay),2003,tt0287978,5.3,"188,950"
27,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning",7 wins & 20 nominations.,"$100,446,895",USA,16 Mar 2004,Bo Welch,"Adventure, Comedy, Family",English,19,Two bored children have their lives turned upside down when a talking cat comes to visit them.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",21 Nov 2003,True,82 min,The Cat in the Hat,movie,http://www.thecatinthehatmovie.com/,"Dr. Seuss (book), Alec Berg (screenplay), David Mandel (screenplay), Jeff Schaffer (screenplay)",2003,tt0312528,3.8,"40,682"
28,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",9 wins & 20 nominations.,"$100,685,880",USA,21 Oct 2003,McG,"Action, Adventure, Comedy","English, Mandarin, Spanish",48,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",27 Jun 2003,True,106 min,Charlie's Angels: Full Throttle,movie,http://sonypictures.com/movies/charliesangelsfullthrottle/index.html,"Ivan Goff (television series), Ben Roberts (television series), John August (story), John August (screenplay), Cormac Wibberley (screenplay), Marianne Wibberley (screenplay)",2003,tt0305357,4.8,"107,752"
