,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett",3 wins & 9 nominations.,"$198,332,128",USA,29 Sep 2009,"Rob Letterman, Conrad Vernon","Animation, Action, Adventure",English,56,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,https://ia.media-imdb.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg,Paramount/Dreamworks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",27 Mar 2009,True,94 min,Monsters vs. Aliens,movie,http://www.MonstersVsAliens.com/,"Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Rob Letterman (screenplay), Jonathan Aibel (screenplay), Glenn Berger (screenplay), Rob Letterman (story), Conrad Vernon (story)",2009,tt0892782,6.5,"127,812"
11,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",3 wins & 13 nominations.,"$124,605,432",USA,27 Oct 2009,"Carlos Saldanha, Mike Thurmeier(co-director)","Animation, Action, Adventure",English,50,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",https://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_SX300.jpg,20th Century Fox/Emerging Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",01 Jul 2009,True,94 min,Ice Age: Dawn of the Dinosaurs,movie,http://www.iceagemovie.com/,"Peter Ackerman (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Jason Carter Eaton (story), Mike Reiss (screenplay)",2009,tt1080016,7.0,"188,665"
12,"Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",3 wins & 18 nominations.,"$179,737,340","USA, UK",15 Sep 2009,Gavin Hood,"Action, Adventure, Sci-Fi",English,40,"A look at Wolverine's early life, in particular his time with the government squad Team X and the impact it will have on his later years.",https://ia.media-imdb.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",01 May 2009,True,107 min,X-Men Origins: Wolverine,movie,http://www.x-menorigins.com/,"David Benioff (screenplay), Skip Woods (screenplay)",2009,tt0458525,6.6,"410,336"
13,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",2 wins & 9 nominations.,"$177,118,775","USA, Canada",01 Dec 2009,Shawn Levy,"Adventure, Comedy, Family",English,42,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",https://images-na.ssl-images-amazon.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",22 May 2009,True,105 min,Night at the Museum: Battle of the Smithsonian,movie,http://www.nightatthemuseummovie.com/,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)",2009,tt1078912,5.9,"147,899"
14,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",5 wins & 21 nominations.,"$166,112,167",USA,02 Mar 2010,Roland Emmerich,"Action, Adventure, Sci-Fi","English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian, Spanish",49,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,https://ia.media-imdb.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX300.jpg,Sony Pictures/Columbia,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",13 Nov 2009,True,158 min,2012,movie,http://www.whowillsurvive2012.com/,"Roland Emmerich, Harald Kloser",2009,tt1190080,5.8,"311,171"
15,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,"$163,900,057",USA,13 Oct 2009,Anne Fletcher,"Comedy, Drama, Romance",English,48,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,https://ia.media-imdb.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",19 Jun 2009,True,108 min,The Proposal,movie,http://www.myspace.com/proposalmovie,Peter Chiarelli,2009,tt1041829,6.7,"254,142"
16,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",5 wins & 2 nominations.,"$155,022,220",USA,27 Jul 2009,Justin Lin,"Action, Crime, Thriller","English, Spanish",46,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",https://ia.media-imdb.com/images/M/MV5BYjQ1ZTMxNzgtZDcxOC00NWY5LTk3ZjAtYzRhMDhlNDZlOWEzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",03 Apr 2009,True,107 min,Fast & Furious,movie,http://www.fastandfuriousmovie.net/,"Chris Morgan, Gary Scott Thompson (characters)",2009,tt1013752,6.6,"229,259"
17,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",3 wins & 16 nominations.,"$150,167,630","USA, Czech Republic",03 Nov 2009,Stephen Sommers,"Action, Adventure, Sci-Fi","English, French, Scottish Gaelic",32,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",https://ia.media-imdb.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",07 Aug 2009,True,118 min,G.I. Joe: The Rise of Cobra,movie,http://www.gijoemovie.com/,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)",2009,tt1046173,5.8,"185,193"
18,"Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan",3 wins & 5 nominations.,"$137,816,456",USA,16 Nov 2010,Robert Zemeckis,"Animation, Drama, Family",English,55,"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",https://ia.media-imdb.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg,Walt Disney Studios,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",06 Nov 2009,True,96 min,A Christmas Carol,movie,http://Disney.com/ChristmasCarol,"Robert Zemeckis (screenplay), Charles Dickens (novel)",2009,tt1067106,6.8,"85,101"
19,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,"$133,375,846","USA, Italy",24 Nov 2009,Ron Howard,"Mystery, Thriller","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish",48,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,https://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",15 May 2009,True,138 min,Angels & Demons,movie,http://www.angelsanddemons.com/,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)",2009,tt0808151,6.7,"239,758"
20,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",2 wins & 13 nominations.,"$125,286,889","USA, Germany, UK, Italy",01 Dec 2009,McG,"Action, Adventure, Sci-Fi","English, Italian",49,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",https://ia.media-imdb.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",21 May 2009,True,115 min,Terminator Salvation,movie,http://www.terminatorsalvation.com/,"John Brancato, Michael Ferris",2009,tt0438488,6.6,"307,004"
21,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,"$124,870,275",USA,05 Jan 2010,"Phil Lord, Christopher Miller","Animation, Action, Adventure","English, French, Russian",66,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://ia.media-imdb.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Sep 2009,True,90 min,Cloudy with a Chance of Meatballs,movie,http://www.sonypictures.com/movies/cloudywithachanceofmeatballs/,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009,tt0844471,7.0,"172,410"
22,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth",Won 1 Oscar. Another 129 wins & 165 nominations.,"$120,523,073","Germany, USA",15 Dec 2009,"Quentin Tarantino, Eli Roth","Adventure, Drama, War","English, German, French, Italian",69,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://ia.media-imdb.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",21 Aug 2009,True,153 min,Inglourious Basterds,movie,http://www.inglouriousbasterds-movie.com/,Quentin Tarantino,2009,tt0361748,8.3,"1,035,247"
23,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",1 win & 1 nomination.,"$119,420,252",USA,15 Dec 2009,Hoyt Yeatman,"Animation, Action, Adventure",English,41,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,https://ia.media-imdb.com/images/M/MV5BMTM4NTY3MzY2MV5BMl5BanBnXkFtZTcwMDQ1NTM2Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",24 Jul 2009,True,88 min,G-Force,movie,http://disney.go.com/disneypictures/gforce/,"Cormac Wibberley (screenplay), Marianne Wibberley (screenplay), Hoyt Yeatman (story), David P.I. James (story)",2009,tt0436339,5.1,"36,488"
24,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Nominated for 4 Oscars. Another 30 wins & 110 nominations.,"$115,646,235","South Africa, USA, New Zealand, Canada",22 Dec 2009,Neill Blomkamp,"Sci-Fi, Thriller","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",81,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,https://ia.media-imdb.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",14 Aug 2009,True,112 min,District 9,movie,http://www.d-9.com/,"Neill Blomkamp, Terri Tatchell",2009,tt1136608,8.0,"578,256"
25,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski",Nominated for 3 Golden Globes. Another 8 wins & 12 nominations.,"$112,703,470","USA, Japan",27 Apr 2010,Nancy Meyers,"Comedy, Drama, Romance","English, French",57,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",https://ia.media-imdb.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",25 Dec 2009,True,120 min,It's Complicated,movie,http://www.itscomplicatedmovie.com/,Nancy Meyers,2009,tt1230414,6.6,"76,167"
26,"Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau",1 win & 4 nominations.,"$109,176,215",USA,09 Feb 2010,Peter Billingsley,Comedy,"English, Ukrainian",23,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",https://ia.media-imdb.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",09 Oct 2009,True,113 min,Couples Retreat,movie,http://www.couplesretreatmovie.com/,"Jon Favreau, Vince Vaughn, Dana Fox",2009,tt1078940,5.5,"90,360"
27,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",11 wins & 22 nominations.,"$107,453,620",USA,21 Jul 2009,Zack Snyder,"Action, Drama, Mystery",English,56,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",https://ia.media-imdb.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",06 Mar 2009,True,162 min,Watchmen,movie,http://www.watchmenmovie.com/,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)",2009,tt0409459,7.6,"430,450"
28,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley",Nominated for 3 Oscars. Another 11 wins & 38 nominations.,"$104,374,107",USA,16 Mar 2010,"Ron Clements, John Musker","Animation, Adventure, Comedy","English, French",73,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",11 Dec 2009,True,97 min,The Princess and the Frog,movie,http://www.disney.com/princessandthefrog,"Ron Clements (story by), John Musker (story by), Greg Erb (story by), Jason Oremland (story by), Ron Clements (screenplay by), John Musker (screenplay by), Rob Edwards (screenplay by), E.D. Baker (story inspired in part by ""The Frog Princess"" by)",2009,tt0780521,7.1,"100,443"
