,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",Nominated for 2 Oscars. Another 18 wins & 83 nominations.,"$248,752,120",USA,07 Mar 2017,"Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)","Animation, Adventure, Comedy",English,81,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",23 Nov 2016,True,107 min,Moana,movie,http://movies.disney.com/moana,"Jared Bush (screenplay by), Ron Clements (story by), John Musker (story by), Chris Williams (story by), Don Hall (story by), Pamela Ribon (story by), Aaron Kandell (story by), Jordan Kandell (story by)",2016,tt3521164,7.6,"186,161"
11,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck",Won 1 Oscar. Another 14 wins & 51 nominations.,"$234,018,657","UK, USA",28 Mar 2017,David Yates,"Adventure, Family, Fantasy","English, Khmer",66,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Nov 2016,True,133 min,Fantastic Beasts and Where to Find Them,movie,http://www.fantasticbeasts.com/,J.K. Rowling,2016,tt3183660,7.4,"295,286"
12,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",Nominated for 1 Oscar. Another 20 wins & 64 nominations.,"$232,630,718",USA,28 Feb 2017,Scott Derrickson,"Action, Adventure, Fantasy",English,72,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",https://ia.media-imdb.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",04 Nov 2016,True,115 min,Doctor Strange,movie,http://marvel.com/doctorstrange,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)",2016,tt1211837,7.5,"409,496"
13,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",Nominated for 3 Oscars. Another 36 wins & 81 nominations.,"$169,385,416",USA,11 Apr 2017,Theodore Melfi,"Biography, Drama, History",English,74,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",06 Jan 2017,True,127 min,Hidden Figures,movie,http://HiddenFiguresMovie.com,"Allison Schroeder (screenplay by), Theodore Melfi (screenplay by), Margot Lee Shetterly (based on the book by)",2016,tt4846340,7.8,"143,534"
14,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel",3 wins & 20 nominations.,"$162,162,120","USA, China",06 Dec 2016,Paul Greengrass,"Action, Thriller","English, Greek, German, Japanese",58,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,https://ia.media-imdb.com/images/M/MV5BMjExNGRhNTctZWU5My00YjQ5LWI3MGQtNGQ1MzE2ODIxNzUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwNzIzNjg@._V1_SX300.jpg,Universal,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",29 Jul 2016,True,123 min,Jason Bourne,movie,http://www.jasonbournemovie.com/,"Paul Greengrass, Christopher Rouse, Robert Ludlum (based on characters created by)",2016,tt4196776,6.6,"174,443"
15,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",Nominated for 1 Oscar. Another 3 wins & 27 nominations.,"$158,804,470","USA, Hong Kong, China",01 Nov 2016,Justin Lin,"Action, Adventure, Sci-Fi",English,68,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",https://ia.media-imdb.com/images/M/MV5BZDRiOGE5ZTctOWIxOS00MWQwLThlMDYtNWIwMDQwNzBjZDY1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",22 Jul 2016,True,122 min,Star Trek: Beyond,movie,http://www.startrekmovie.com/,"Simon Pegg, Doug Jung, Gene Roddenberry (based upon ""Star Trek"" created by)",2016,tt2660888,7.1,"193,426"
16,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",1 win & 14 nominations.,"$135,729,385",USA,04 Oct 2016,Bryan Singer,"Action, Adventure, Sci-Fi","English, Polish, German, Arabic, Egyptian (Ancient)",52,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",https://ia.media-imdb.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",27 May 2016,True,144 min,X-Men: Apocalypse,movie,https://www.facebook.com/xmenmovies,"Simon Kinberg (screenplay by), Bryan Singer (story by), Simon Kinberg (story by), Michael Dougherty (story by), Dan Harris (story by)",2016,tt3385516,7.0,"313,388"
17,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse",Nominated for 1 Oscar. Another 4 wins & 35 nominations.,"$153,694,574",USA,07 Feb 2017,"Mike Mitchell, Walt Dohrn(co-director)","Animation, Adventure, Comedy",English,56,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",https://ia.media-imdb.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_SX300.jpg,DreamWorks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",04 Nov 2016,True,92 min,Trolls,movie,http://www.dreamworks.com/trolls/,"Jonathan Aibel (screenplay by), Glenn Berger (screenplay by), Erica Rivinoja (story by), Thomas Dam (based on the Good Luck Trolls created by)",2016,tt1679335,6.5,"56,366"
18,"Ryan Gosling, Emma Stone, Amiée Conn, Terry Walters",Won 6 Oscars. Another 215 wins & 254 nominations.,"$151,058,124","USA, Hong Kong",25 Apr 2017,Damien Chazelle,"Comedy, Drama, Music",English,93,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",https://ia.media-imdb.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,Liongate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",25 Dec 2016,True,128 min,La La Land,movie,http://www.lalaland.movie/,Damien Chazelle,2016,tt3783958,8.1,"365,196"
19,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",1 win & 10 nominations.,"$128,341,070","China, USA",28 Jun 2016,"Alessandro Carloni, Jennifer Yuh Nelson","Animation, Action, Adventure","English, Mandarin",66,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",https://ia.media-imdb.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,DreamWorks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",29 Jan 2016,True,95 min,Kung Fu Panda 3,movie,https://www.facebook.com/kungfupanda,"Jonathan Aibel, Glenn Berger",2016,tt2267968,7.1,"101,214"
20,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson",8 wins & 19 nominations.,"$138,120,085",USA,18 Apr 2017,M. Night Shyamalan,"Horror, Thriller",English,62,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,https://ia.media-imdb.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",20 Jan 2017,True,117 min,Split,movie,http://www.splitmovie.com/,M. Night Shyamalan,2016,tt4972582,7.3,"261,973"
21,"Zach Woods, Kristen Wiig, Ed Begley Jr., Charles Dance",5 wins & 24 nominations.,"$128,344,089","USA, Australia",11 Oct 2016,Paul Feig,"Action, Comedy, Fantasy",English,60,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTM4NTM4NV5BMl5BanBnXkFtZTgwOTI3NDc0OTE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",15 Jul 2016,True,116 min,Ghostbusters,movie,http://www.ghostbusters.com/,"Katie Dippold, Paul Feig, Ivan Reitman (based on the 1984 film ""Ghostbusters"" directed by), Dan Aykroyd (based on the 1984 film ""Ghostbusters"" written by), Harold Ramis (based on the 1984 film ""Ghostbusters"" written by)",2016,tt1289401,5.3,"164,484"
22,"Dwayne Johnson, Kevin Hart, Amy Ryan, Danielle Nicolet",2 wins & 8 nominations.,"$127,380,061","USA, China",27 Sep 2016,Rawson Marshall Thurber,"Action, Comedy, Crime",English,52,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",https://ia.media-imdb.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",17 Jun 2016,True,107 min,Central Intelligence,movie,http://www.centralintelligencemovie.com/,"Ike Barinholtz (screenplay), David Stassen (screenplay), Rawson Marshall Thurber (screenplay), Ike Barinholtz (story), David Stassen (story)",2016,tt1489889,6.3,"116,452"
23,"Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz",2 wins & 4 nominations.,"$126,585,313","UK, Canada, USA",11 Oct 2016,David Yates,"Action, Adventure, Drama","English, Lingala, French",44,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",https://ia.media-imdb.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_SX300.jpg,Lionsgate Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",01 Jul 2016,True,110 min,The Legend of Tarzan,movie,http://legendoftarzan.com/,"Adam Cozad (screenplay by), Craig Brewer (screenplay by), Craig Brewer (story by), Adam Cozad (story by), Edgar Rice Burroughs (based on the ""Tarzan"" stories created by)",2016,tt0918940,6.3,"137,434"
24,"Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington",Nominated for 1 Oscar. Another 12 wins & 33 nominations.,"$125,065,700",USA,20 Dec 2016,Clint Eastwood,"Biography, Drama",English,74,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",https://ia.media-imdb.com/images/M/MV5BY2NmZDAwM2QtZmFiMS00OTJlLTgxMTItZDMyZmVhYjE1MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",09 Sep 2016,True,96 min,Sully,movie,http://www.sully-movie.com/,"Todd Komarnicki, Chesley Sullenberger (based on the book ""Highest Duty"" by), Jeffrey Zaslow (based on the book ""Highest Duty"" by)",2016,tt3263904,7.5,"176,540"
25,"Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate",3 wins & 5 nominations.,"$113,217,955",USA,01 Nov 2016,"Jon Lucas, Scott Moore",Comedy,English,60,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",https://ia.media-imdb.com/images/M/MV5BMjIwNzE5MTgwNl5BMl5BanBnXkFtZTgwNjM4OTA0OTE@._V1_SX300.jpg,Block Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",29 Jul 2016,True,100 min,Bad Moms,movie,http://stxmovies.com/badmoms/,"Jon Lucas, Scott Moore",2016,tt4651520,6.2,"89,557"
26,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph",1 win & 7 nominations.,"$107,506,776","Finland, USA",16 Aug 2016,"Clay Kaytis, Fergal Reilly","Animation, Action, Adventure",English,43,"Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",https://ia.media-imdb.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",20 May 2016,True,97 min,The Angry Birds Movie,movie,http://www.angrybirds-movie.com/en/,"Jon Vitti (screenplay by), Mikael Hed (story by), Mikko Pöllä (story by), John Cohen (story by)",2016,tt1985949,6.3,"63,960"
27,"Liam Hemsworth, Jeff Goldblum, Jessie T. Usher, Bill Pullman",3 wins & 16 nominations.,"$103,137,295",USA,18 Oct 2016,Roland Emmerich,"Action, Adventure, Sci-Fi","English, Mandarin",32,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",https://ia.media-imdb.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",24 Jun 2016,True,120 min,Independence Day: Resurgence,movie,http://www.foxmovies.com/movies/independence-day-resurgence,"Nicolas Wright (screenplay by), James A. Woods (screenplay by), Dean Devlin (screenplay by), Roland Emmerich (screenplay by), James Vanderbilt (screenplay by), Dean Devlin (story by), Roland Emmerich (story by), Nicolas Wright (story by), James A. Woods (story by), Dean Devlin (based on characters created by), Roland Emmerich (based on characters created by)",2016,tt1628841,5.2,"144,438"
28,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",4 wins & 13 nominations.,"$102,461,593","Canada, USA",13 Sep 2016,James Wan,"Horror, Mystery, Thriller",English,65,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,https://ia.media-imdb.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",10 Jun 2016,True,134 min,The Conjuring 2,movie,http://www.theconjuring2.com/,"Chad Hayes (screenplay by), Carey W. Hayes (screenplay by), James Wan (screenplay by), David Leslie Johnson-McGoldrick (screenplay by), Chad Hayes (story by), Carey W. Hayes (story by), James Wan (story by), Chad Hayes (based on characters created by), Carey W. Hayes (based on characters created by)",2016,tt3065204,7.4,"165,845"
