,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
61,"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach",2 wins & 2 nominations.,"$52,300,000",USA,26 Sep 2006,Alejandro Agresti,,"Drama, Fantasy, Romance",English,52,"A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",https://ia.media-imdb.com/images/M/MV5BMTYxMTgxNDI3MV5BMl5BanBnXkFtZTcwMzIxMTIzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",16 Jun 2006,True,99 min,The Lake House,movie,http://thelakehousemovie.warnerbros.com/,"David Auburn (screenplay), Eun-Jeong Kim (motion picture ""Siworae""), Ji-na Yeo (motion picture ""Siworae"")",2006,tt0410297,6.8,"123,858"
62,"Rudy Youngblood, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead",Nominated for 3 Oscars. Another 9 wins & 20 nominations.,"$50,772,724",USA,22 May 2007,Mel Gibson,,"Action, Adventure, Drama",Maya,68,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",https://ia.media-imdb.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Buena Vista,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",08 Dec 2006,True,139 min,Apocalypto,movie,http://www.apocalypto.com/,"Mel Gibson, Farhad Safinia",2006,tt0472043,7.8,"258,090"
63,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett",3 nominations.,"$48,699,400",USA,05 Jun 2006,Richard Loncraine,,"Crime, Thriller",English,45,"A security specialist is forced into robbing the bank that he's protecting, as a bid to pay off his family's ransom.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTAyMTkwOV5BMl5BanBnXkFtZTYwMjY2MTM3._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",10 Feb 2006,True,105 min,Firewall,movie,http://www.firewallmovie.com,Joe Forte,2006,tt0408345,5.8,"52,301"
64,"Alyson Hannigan, Adam Campbell, Sophie Monk, Eddie Griffin",4 wins & 1 nomination.,"$48,478,234","USA, Switzerland",30 May 2006,"Aaron Seltzer, Jason Friedberg(co-director)",,"Comedy, Romance",English,11,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODY1MDI2NV5BMl5BanBnXkFtZTcwMDQyMDIzMQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",17 Feb 2006,True,83 min,Date Movie,movie,http://www.datemoviethemovie.com/,"Jason Friedberg, Aaron Seltzer",2006,tt0466342,2.8,"52,765"
65,"Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson",3 nominations.,"$47,860,214",USA,16 May 2006,Simon West,,"Crime, Horror, Mystery",English,27,"During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTcyYjRhZTQtOTVlMy00MDU0LWFhNjktM2MyZDRmODgzMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",03 Feb 2006,True,87 min,When a Stranger Calls,movie,http://www.sonypictures.com/movies/whenastrangercalls/,"Jake Wade Wall (screenplay), Steve Feke, Fred Walton",2006,tt0455857,5.1,"38,082"
66,"Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger",8 nominations.,"$46,982,632","Canada, France, Japan, USA",22 Aug 2006,Christophe Gans,,Horror,English,31,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",https://ia.media-imdb.com/images/M/MV5BOWQzNTU3NGUtNDAxMi00ZjFjLTkyYWUtYjgwZDJiMDljZWY4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",21 Apr 2006,True,125 min,Silent Hill,movie,http://www.sonypictures.com/movies/silenthill/,Roger Avary,2006,tt0384537,6.6,"194,315"
67,"Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn",1 nomination.,"$43,532,294",USA,18 Sep 2007,McG,,"Drama, Sport",English,53,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDczNTg5MF5BMl5BanBnXkFtZTcwNDMwMzEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",22 Dec 2006,True,131 min,We Are Marshall,movie,http://wearemarshall-themovie.com/,"Jamie Linden (screenplay), Cory Helms (story), Jamie Linden (story)",2006,tt0758794,7.1,"51,084"
68,"Josh Lucas, Derek Luke, Austin Nichols, Jon Voight",2 wins & 3 nominations.,N/A,USA,N/A,James Gartner,,"Biography, Drama, Sport",English,58,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDY4OTE1N15BMl5BanBnXkFtZTcwOTI5OTMzMQ@@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '58/100'}]",13 Jan 2006,True,118 min,Glory Road,movie,N/A,"Christopher Cleveland, Bettina Gilois",2006,tt0385726,7.2,"37,921"
69,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",10 wins & 10 nominations.,"$42,219,433",USA,19 Dec 2006,M. Night Shyamalan,,"Drama, Fantasy, Mystery",English,36,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",https://ia.media-imdb.com/images/M/MV5BMjEyNTc0NTk5M15BMl5BanBnXkFtZTcwMDE5NzkyMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",21 Jul 2006,True,110 min,Lady in the Water,movie,http://ladyinthewater.warnerbros.com/,M. Night Shyamalan,2006,tt0452637,5.6,"85,669"
70,"Maxime Giffard, Michael Bailey Smith, Tom Bower, Ted Levine",2 wins & 7 nominations.,"$41,685,824",USA,04 Mar 2008,Alexandre Aja,,"Horror, Thriller",English,52,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",https://ia.media-imdb.com/images/M/MV5BMzk0MTg5MzEyOF5BMl5BanBnXkFtZTcwNDUyMzIzMQ@@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",10 Mar 2006,True,107 min,The Hills Have Eyes,movie,http://www2.foxsearchlight.com/thehillshaveeyes/,"Wes Craven (based upon his film), Alexandre Aja (screenplay), Grégory Levasseur (screenplay)",2006,tt0454841,6.4,"142,873"
71,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush",2 wins & 2 nominations.,"$40,922,134","USA, Canada",14 Nov 2006,Betty Thomas,,"Comedy, Romance","English, Japanese",41,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDkwODQ3OV5BMl5BanBnXkFtZTcwNTE4NDQzMQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",28 Jul 2006,True,89 min,John Tucker Must Die,movie,http://www.myspace.com/JohnTucker,Jeff Lowell,2006,tt0455967,5.8,"72,364"
72,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,"$40,137,776",USA,27 Feb 2007,Marc Forster,,"Comedy, Drama, Fantasy",English,67,"An I.R.S. auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",https://ia.media-imdb.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",10 Nov 2006,True,113 min,Stranger Than Fiction,movie,http://www.strangerthanfiction.com,Zach Helm,2006,tt0420223,7.6,"200,123"
73,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",Nominated for 1 Oscar. Another 10 wins & 10 nominations.,"$39,680,302","USA, Czech Republic",09 Jan 2007,Neil Burger,,"Drama, Mystery, Romance",English,68,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",https://ia.media-imdb.com/images/M/MV5BY2VkMzZlZDAtNTkzNS00MDIzLWFmOTctMWQwZjQ1OWJiYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Yari Film Group,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",01 Sep 2006,True,110 min,The Illusionist,movie,http://www.theillusionist.com/,"Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")",2006,tt0443543,7.6,"324,518"
74,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",5 nominations.,"$39,418,953",USA,16 Jan 2007,Jonathan Liebesman,,"Horror, Thriller",English,30,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",https://ia.media-imdb.com/images/M/MV5BMzUzZmZhZmQtYjNiMS00N2UwLTk0NzQtYmJjYWVkZjMwMWVkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",06 Oct 2006,True,91 min,The Texas Chainsaw Massacre: The Beginning,movie,http://www.texaschainsawmovie.com/,"Sheldon Turner (screenplay), Sheldon Turner (story), David J. Schow (story)",2006,tt0420294,5.9,"61,460"
75,"Sarah Michelle Gellar, Amber Tamblyn, Arielle Kebbel, Takako Fuji",3 nominations.,"$39,143,839","USA, Japan",06 Feb 2007,Takashi Shimizu,,"Horror, Thriller","English, Japanese",33,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NDIxMDc2MF5BMl5BanBnXkFtZTcwMTg2MTkzMQ@@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",13 Oct 2006,True,102 min,The Grudge 2,movie,http://www.sonypictures.com/movies/thegrudge2/site/,"Stephen Susco, Takashi Shimizu (film ""Ju-On: The Grudge"")",2006,tt0433386,5.0,"42,223"
76,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy",N/A,"$38,432,823",USA,16 Jan 2007,Phil Joanou,,"Crime, Drama, Sport",English,52,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzk4NTAwNTAzN15BMl5BanBnXkFtZTcwNjczODYzMQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",15 Sep 2006,True,125 min,Gridiron Gang,movie,http://www.sonypictures.com/movies/gridirongang/,"Jeff Maguire, Jac Flanders (film ""Gridiron Gang"")",2006,tt0421206,6.9,"36,537"
77,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito",7 nominations.,"$38,360,195",USA,02 May 2006,Wayne Wang,,Comedy,"English, French",52,"Upon learning of a terminal illness, a shy woman (Queen Latifah) decides to sell off all her possessions and live it up at a posh European hotel.",https://ia.media-imdb.com/images/M/MV5BMzY4ZjcxOTItNWQwOC00MmMxLTkzMjYtZmQwMTJiMGY5Y2JlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",13 Jan 2006,True,112 min,Last Holiday,movie,http://www.lastholidaymovie.com/,"Jeffrey Price (screenplay), Peter S. Seaman (screenplay), J.B. Priestley",2006,tt0408985,6.4,"23,946"
78,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",Won 3 Oscars. Another 99 wins & 105 nominations.,"$37,500,000","Spain, Mexico, USA",18 May 2007,Guillermo del Toro,,"Drama, Fantasy, War",Spanish,98,"In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",https://ia.media-imdb.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg,Picturehouse,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",19 Jan 2007,True,118 min,Pan's Labyrinth,movie,http://www.panslabyrinth.com/,Guillermo del Toro,2006,tt0457430,8.2,"539,148"
79,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",3 wins & 3 nominations.,"$37,617,947",USA,20 Mar 2007,Catherine Hardwicke,,"Drama, Family, History",English,52,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MDM4MzM4Nl5BMl5BanBnXkFtZTcwNTczNzUzMQ@@._V1_SX300.jpg,New Line Cinema,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",01 Dec 2006,True,101 min,The Nativity Story,movie,http://www.thenativitystory.com/,Mike Rich,2006,tt0762121,6.8,"8,857"
80,"Robin Williams, Christopher Walken, Laura Linney, Lewis Black",1 nomination.,"$37,442,180",USA,20 Feb 2007,Barry Levinson,,"Comedy, Drama, Romance",English,39,"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",13 Oct 2006,True,115 min,Man of the Year,movie,http://www.manoftheyearmovie.net,Barry Levinson,2006,tt0483726,6.2,"29,420"
81,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo",2 nominations.,"$37,310,059","Canada, USA",12 Sep 2006,Steve 'Spaz' Williams,,"Animation, Adventure, Comedy",English,47,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",https://ia.media-imdb.com/images/M/MV5BMTQ5ODgzNjQ3OF5BMl5BanBnXkFtZTcwNTYyMTQzMQ@@._V1_SX300.jpg,Buena Vista,G,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",14 Apr 2006,True,82 min,The Wild,movie,http://www.disney.com/thewild,"Ed Decter (screenplay), John J. Strauss (screenplay), Mark Gibson (screenplay), Philip Halprin (screenplay), Mark Gibson (story), Philip Halprin (story), Bill Wolkoff (additional story material), David Collard (additional story material), Matt Lopez (additional story material), Lloyd Taylor (additional story material), Steve 'Spaz' Williams (additional story material), Ed Driscoll (punch-up writer)",2006,tt0405469,5.3,"20,806"
82,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern",2 nominations.,"$36,900,000","USA, Germany",13 Jun 2006,Richard Donner,,"Action, Crime, Drama","English, Spanish",63,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",https://ia.media-imdb.com/images/M/MV5BMTQ1NDEwMzEwMl5BMl5BanBnXkFtZTcwNzM4MTEzMw@@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",03 Mar 2006,True,102 min,16 Blocks,movie,http://16blocks.com,Richard Wenk,2006,tt0450232,6.6,"118,175"
83,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short",4 nominations.,"$36,300,285",USA,14 Nov 2006,Steve Pink,,Comedy,English,47,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzY5OTc3Nl5BMl5BanBnXkFtZTcwNjE4NDQzMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",18 Aug 2006,True,93 min,Accepted,movie,http://www.acceptedmovie.com/,"Adam Cooper (screenplay), Bill Collage (screenplay), Mark Perez (screenplay), Mark Perez (story)",2006,tt0384793,6.5,"112,226"
84,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan",2 nominations.,"$36,226,144",USA,29 Aug 2006,Clark Johnson,,"Action, Crime, Thriller",English,49,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTcyODc1N15BMl5BanBnXkFtZTcwNDE0MjYzMQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",21 Apr 2006,True,108 min,The Sentinel,movie,http://www.sentinelthemovie.com/,"George Nolfi (screenplay), Gerald Petievich (novel)",2006,tt0443632,6.1,"44,483"
85,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco",4 wins.,"$35,600,000","UK, France, USA",17 Apr 2007,Joe Carnahan,,"Action, Crime, Drama",English,45,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzQwNDEyN15BMl5BanBnXkFtZTcwMDY4ODQ0MQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",26 Jan 2007,True,108 min,Smokin' Aces,movie,http://www.smokinaces.net/,Joe Carnahan,2006,tt0475394,6.7,"127,273"
86,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain",Nominated for 3 Oscars. Another 48 wins & 76 nominations.,"$35,100,000","USA, UK, Japan",27 Mar 2007,Alfonso Cuarón,,"Drama, Sci-Fi, Thriller","English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian, Serbian",84,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",https://ia.media-imdb.com/images/M/MV5BNjgzYTg2ZGQtMzliOS00OWE3LWE0MzItYmZkNjgwYzdlODBiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",05 Jan 2007,True,109 min,Children of Men,movie,http://www.childrenofmen.net/,"Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)",2006,tt0206634,7.9,"401,484"
87,"Danny DeVito, Matthew Broderick, Kristin Davis, Kristin Chenoweth",1 win & 8 nominations.,"$35,058,863",USA,06 Nov 2007,John Whitesell,,"Comedy, Family",English,28,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",22 Nov 2006,True,93 min,Deck the Halls,movie,http://www.deckthehallsmovie.com/,"Matt Corman, Chris Ord, Don Rhymer",2006,tt0790604,4.9,"18,866"
88,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard",1 win & 6 nominations.,"$34,703,228",USA,29 Aug 2006,Liz Friedlander,,"Drama, Music",English,55,The real story of a dance teacher who believed in the talent of a group of problem kids.,https://ia.media-imdb.com/images/M/MV5BMjAwODMxMjk2OF5BMl5BanBnXkFtZTYwNDEwMTY2._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",07 Apr 2006,True,118 min,Take the Lead,movie,http://www.taketheleadmovie.com,Dianne Houston,2006,tt0446046,6.7,"23,096"
89,"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight",Won 1 Oscar. Another 41 wins & 134 nominations.,"$34,237,104","France, USA, Mexico",20 Feb 2007,Alejandro G. Iñárritu,,Drama,"English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign Language",69,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",https://ia.media-imdb.com/images/M/MV5BYTJkZDljNGYtNjRiNC00ZmY2LTg1NmItYTI1MTllNDQzMWVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Paramount Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",10 Nov 2006,True,143 min,Babel,movie,http://www.paramountvantage.com/babel/,"Guillermo Arriaga, Guillermo Arriaga (idea), Alejandro G. Iñárritu (idea)",2006,tt0449467,7.5,"262,601"
90,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",3 wins & 7 nominations.,"$33,886,034","Germany, USA, Canada",02 Jan 2007,David R. Ellis,,"Action, Adventure, Crime",English,58,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",https://ia.media-imdb.com/images/M/MV5BZDY3ODM2YTgtYTU5NC00MTE4LTkzNjktMzNhZWZmMzJjMWRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",18 Aug 2006,True,105 min,Snakes on a Plane,movie,http://www.snakesonaplane.com/,"John Heffernan (screenplay), Sebastian Gutierrez (screenplay), David Dalessandro (story), John Heffernan (story)",2006,tt0417148,5.5,"122,026"
91,"Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey",Nominated for 2 Oscars. Another 15 wins & 24 nominations.,"$33,600,000",USA,06 Feb 2007,Clint Eastwood,,"Drama, History, War",English,79,"The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II.",https://ia.media-imdb.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg,Paramount,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",20 Oct 2006,True,135 min,Flags of our Fathers,movie,http://www.flagsofourfathers.com/,"William Broyles Jr. (screenplay), Paul Haggis (screenplay), James Bradley (book), Ron Powers (book)",2006,tt0418689,7.1,"107,931"
