,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
10,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",Nominated for 2 Oscars. Another 13 wins & 41 nominations.,"$164,400,000","USA, Canada",06 May 2003,Steven Spielberg,"Biography, Crime, Drama","English, French",75,"The story of Frank Abagnale Jr., before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and legal prosecutor as a seasoned and dedicated FBI agent pursues him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",25 Dec 2002,True,141 min,Catch Me If You Can,movie,http://www.dreamworks.com/catchthem/jump2.html,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)",2002,tt0264464,8.1,"642,279"
11,"Pierce Brosnan, Halle Berry, Toby Stephens, Rosamund Pike",Nominated for 1 Golden Globe. Another 6 wins & 34 nominations.,"$160,201,106","UK, USA",03 Jun 2003,Lee Tamahori,"Action, Adventure, Thriller","English, Korean, Cantonese, Spanish, German, Icelandic, Italian, Arabic",56,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",https://images-na.ssl-images-amazon.com/images/M/MV5BODNkYmIwYTMtYzdhNy00YWE3LThkYmEtNzA5ZTE5YmVjYzZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,MGM Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",22 Nov 2002,True,133 min,Die Another Day,movie,http://www.jamesbond.com/,"Ian Fleming (characters), Neal Purvis, Robert Wade",2002,tt0246460,6.1,"182,576"
12,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",5 wins & 14 nominations.,"$153,300,000","USA, Australia",08 Oct 2002,Raja Gosnell,"Adventure, Comedy, Family",English,35,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",https://ia.media-imdb.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",14 Jun 2002,True,86 min,Scooby-Doo,movie,http://promo.warnerbros.com/scoobydoo/home.html,"James Gunn (screenplay), Craig Titley (story), James Gunn (story), William Hanna (characters), Joseph Barbera (characters)",2002,tt0267913,5.0,"80,317"
13,"Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers",Nominated for 1 Oscar. Another 10 wins & 26 nominations.,"$145,771,527",USA,03 Dec 2002,"Dean DeBlois, Chris Sanders","Animation, Adventure, Comedy","English, Hawaiian",73,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTU5MTA2M15BMl5BanBnXkFtZTYwMjYyNTc3._V1_SX300.jpg,Buena Vista Distribution Compa,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",21 Jun 2002,True,85 min,Lilo & Stitch,movie,http://disney.go.com/disneypictures/liloandstitch,"Chris Sanders (based on an idea by), Chris Sanders, Dean DeBlois",2002,tt0275847,7.2,"135,863"
14,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson",4 wins & 14 nominations.,"$141,134,092",USA,31 Dec 2002,Rob Cohen,"Action, Adventure, Thriller","English, German, Spanish, Russian, Czech",48,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.",https://ia.media-imdb.com/images/M/MV5BNzZjZmM1ZDctNDhlZi00Mzk1LWFjNWItYzIxNGY2OWYzYjJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",09 Aug 2002,True,124 min,xXx,movie,http://www.sonypictures.com/movies/triplex/,Rich Wilkes,2002,tt0295701,5.9,"158,997"
15,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",1 win & 3 nominations.,"$139,225,854",USA,18 Nov 2003,Michael Lembeck,"Comedy, Family, Fantasy",English,48,"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus.",https://ia.media-imdb.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_SX300.jpg,Buena Vista Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",01 Nov 2002,True,104 min,The Santa Clause 2,movie,http://disney.go.com/disneypictures/santaclause2/index.html,"Don Rhymer (screenplay), Cinco Paul (screenplay), Ken Daurio (screenplay), Ed Decter (screenplay), John J. Strauss (screenplay), Leo Benvenuti (characters), Steve Rudnick (characters), Leo Benvenuti (story), Steve Rudnick (story)",2002,tt0304669,5.6,"40,895"
16,"Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough",Nominated for 1 Oscar. Another 19 wins & 85 nominations.,"$132,000,000",USA,17 Dec 2002,Steven Spielberg,"Action, Adventure, Crime","English, Swedish",80,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDgzNDk3ZDctYTUxMC00MDQzLWI1MTctMmQxYWE0MGUzYzIxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Dreamworks,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",21 Jun 2002,True,145 min,Minority Report,movie,http://www.minorityreport.com,"Philip K. Dick (short story), Scott Frank (screenplay), Jon Cohen (screenplay)",2002,tt0181689,7.7,"441,025"
17,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",14 wins & 11 nominations.,"$128,579,698","USA, Japan",04 Mar 2003,Gore Verbinski,"Horror, Mystery",English,57,A journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",18 Oct 2002,True,115 min,The Ring,movie,http://www.ring-themovie.com,"Ehren Kruger (screenplay), Kôji Suzuki (novel)",2002,tt0298130,7.1,"281,400"
18,"Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen",3 wins & 6 nominations.,"$127,214,072",USA,04 Feb 2003,Andy Tennant,"Comedy, Romance",English,45,"A young woman who's reinvented herself as a New York socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",https://ia.media-imdb.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_SX300.jpg,Buena Vista Distribution Compa,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",27 Sep 2002,True,108 min,Sweet Home Alabama,movie,http://www.sweet-home-alabama.com/,"Douglas J. Eboch (story), C. Jay Cox (screenplay)",2002,tt0256415,6.2,"90,995"
19,"Adam Sandler, Winona Ryder, John Turturro, Allen Covert",5 wins & 9 nominations.,"$126,203,320",USA,22 Oct 2002,Steven Brill,"Comedy, Romance",English,24,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",28 Jun 2002,True,96 min,Mr. Deeds,movie,http://www.spe.sony.com/movies/mrdeeds,"Clarence Budington Kelland (short story ""Opera Hat""), Robert Riskin (film Mr. Deeds Goes to Town), Tim Herlihy (screenplay)",2002,tt0280590,5.8,"120,398"
20,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen",3 wins & 5 nominations.,"$121,500,000","USA, Germany, Czech Republic",21 Jan 2003,Doug Liman,"Action, Mystery, Thriller","English, French, German, Dutch, Italian",68,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and regain his memory.",https://images-na.ssl-images-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",14 Jun 2002,True,119 min,The Bourne Identity,movie,http://www.thebourneidentity.com/,"Tony Gilroy (screenplay), W. Blake Herron (screenplay), Robert Ludlum (novel)",2002,tt0258463,7.9,"450,878"
21,"Ian Mongrain, Russell Bobbitt, James Cromwell, Ken Jenkins",2 wins & 4 nominations.,"$118,471,320","USA, Germany",29 Oct 2002,Phil Alden Robinson,"Action, Drama, Thriller","English, Russian, Ukrainian, German, Arabic",45,CIA analyst Jack Ryan must stop the plans of a Neo Nazis faction that threatens to induce a catastrophic conflict between the United States and Russia's newly elected president by detonating a nuclear weapon at a football game in Baltimore.,https://images-na.ssl-images-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",31 May 2002,True,124 min,The Sum of All Fears,movie,http://www.sumofallfearsmovie.com,"Tom Clancy (novel), Paul Attanasio (screenplay), Daniel Pyne (screenplay)",2002,tt0164184,6.4,"92,362"
22,"Eminem, Kim Basinger, Mekhi Phifer, Brittany Murphy",Won 1 Oscar. Another 14 wins & 21 nominations.,"$116,638,030","USA, Germany",18 Mar 2003,Curtis Hanson,"Drama, Music",English,77,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",https://ia.media-imdb.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",08 Nov 2002,True,110 min,8 Mile,movie,http://www.8-mile.com/,Scott Silver,2002,tt0298203,7.1,"213,051"
23,"Tyler Hoechlin, Rob Maxey, Liam Aiken, Jennifer Jason Leigh",Won 1 Oscar. Another 22 wins & 79 nominations.,"$104,054,514",USA,25 Feb 2003,Sam Mendes,"Crime, Drama, Thriller",English,72,Bonds of loyalty are put to the test when a hitman's son witnesses what his father does for a living.,https://ia.media-imdb.com/images/M/MV5BMjA0MDM4ODM0Ml5BMl5BanBnXkFtZTYwNDE3MjU3._V1_SX300.jpg,DreamWorks SKG,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",12 Jul 2002,True,117 min,Road to Perdition,movie,http://www.roadtoperdition.com/,"Max Allan Collins (graphic novel), Richard Piers Rayner (graphic novel), David Self (screenplay)",2002,tt0257044,7.7,"218,623"
24,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",1 win & 9 nominations.,"$95,308,367",USA,17 Sep 2002,David Fincher,"Crime, Drama, Thriller",English,65,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",https://ia.media-imdb.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",29 Mar 2002,True,112 min,Panic Room,movie,http://www.spe.sony.com/movies/panicroom,David Koepp,2002,tt0258000,6.8,"225,358"
25,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci",1 win & 8 nominations.,"$93,815,117",USA,25 Mar 2003,Wayne Wang,"Comedy, Drama, Romance","English, French, Spanish",45,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.",https://ia.media-imdb.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",13 Dec 2002,True,105 min,Maid in Manhattan,movie,http://www.sonypictures.com/movies/maidinmanhattan,"John Hughes (story), Kevin Wade (screenplay)",2002,tt0252076,5.1,"75,005"
26,"Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey",2 wins & 3 nominations.,"$93,300,000","USA, Australia",29 Apr 2003,Marc Lawrence,"Comedy, Romance",English,42,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTg4N2M2ODItZjVjMy00YTljLTllNjUtYzY4ZTE2MTI2M2RhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",20 Dec 2002,True,101 min,Two Weeks Notice,movie,http://twoweeksnoticemovie.warnerbros.com,Marc Lawrence,2002,tt0313737,6.1,"93,406"
27,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel",4 wins & 10 nominations.,"$92,930,005","Germany, USA",01 Apr 2003,Brett Ratner,"Crime, Drama, Thriller","English, French",60,"A retired F.B.I. Agent with psychological gifts, is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him, is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",https://ia.media-imdb.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",04 Oct 2002,True,124 min,Red Dragon,movie,http://www.reddragonmovie.com/,"Thomas Harris (novel), Ted Tally (screenplay)",2002,tt0289765,7.2,"220,411"
28,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu",2 wins & 3 nominations.,"$90,341,670","USA, Germany, Belgium",01 Oct 2002,Chuck Russell,"Action, Adventure, Fantasy",English,45,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",https://ia.media-imdb.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",19 Apr 2002,True,92 min,The Scorpion King,movie,http://www.the-scorpion-king.com,"Stephen Sommers (story), Jonathan Hales (story), Stephen Sommers (screenplay), William Osborne (screenplay), David Hayter (screenplay)",2002,tt0277296,5.5,"113,505"
